Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
28772,5726,9.0,10.0,3,2006.0,Urban,Excellent,Attached,2418255
28773,4146,6.0,7.0,2,1984.0,Downtown,,Yes,625609
28774,11533,12.0,12.0,4,2014.0,Suburban,Good,Attached,5000000
28775,9936,12.0,12.0,4,,Urban,Excellent,Attached,5000000
28776,724,2.0,1.0,1,2017.0,Downtown,Excellent,No,376744
28777,5235,8.0,11.0,2,2008.0,Downtown,Good,Attached,2071655
28778,5178,7.0,9.0,2,1953.0,Downtown,Good,Detached,1001906
28779,1807,1.0,3.0,1,1977.0,Urban,Good,Attached,144912
28780,1366,1.0,2.0,1,2000.0,Downtown,Fair,No,223879
28781,3360,7.0,6.0,1,1961.0,Downtown,Good,Attached,416959
28782,2943,7.0,6.0,2,2018.0,Urban,Good,Attached,838662
28783,8323,,12.0,4,1977.0,Urban,Fair,Detached,1820132
28784,10425,12.0,12.0,4,1964.0,Urban,Poor,Yes,3365214
28785,4223,7.0,6.0,3,1961.0,Downtown,Fair,No,673006
28786,6345,12.0,12.0,4,1986.0,Urban,Excellent,No,3627960
28787,7647,12.0,12.0,4,1976.0,Rural,Good,Detached,2452309
28788,7400,12.0,12.0,4,1998.0,Urban,Excellent,No,3607910
28789,3094,4.0,6.0,1,2016.0,Downtown,Excellent,No,1549047
28790,2967,4.0,5.0,3,1985.0,Urban,Good,No,402373
28791,15000,12.0,12.0,3,1994.0,Urban,,Yes,2947309
28792,1319,4.0,3.0,1,1992.0,Urban,Poor,Yes,92785
28793,1563,5.0,4.0,2,1996.0,Urban,Fair,Yes,311831
28794,1505,3.0,2.0,1,1950.0,Suburban,Good,Attached,113912
28795,2786,8.0,6.0,2,2005.0,Suburban,Fair,Attached,809416
28796,8443,12.0,12.0,4,1969.0,Urban,,Yes,2410879
28797,1421,2.0,4.0,1,,Urban,Good,Yes,365458
28798,5718,9.0,11.0,2,1992.0,Urban,Fair,Yes,908497
28799,4216,7.0,8.0,4,,Urban,Good,Yes,2011380
28800,2519,4.0,5.0,2,1980.0,Suburban,Good,Attached,344739
28801,8924,12.0,12.0,4,1984.0,Rural,Fair,Detached,2706266
28802,9405,12.0,12.0,4,2019.0,Urban,Good,Yes,3691512
28803,2021,5.0,5.0,2,1975.0,Urban,Fair,No,92606
28804,828,1.0,2.0,1,2020.0,Suburban,,Attached,85493
28805,2352,2.0,3.0,1,1982.0,Urban,Good,No,244045
28806,7588,12.0,12.0,2,1963.0,Downtown,,No,1088223
28807,1097,3.0,4.0,1,1962.0,Urban,Good,No,109790
28808,4977,7.0,8.0,2,1970.0,Downtown,Poor,Detached,546360
28809,7033,12.0,12.0,3,2012.0,Suburban,Good,Attached,1950929
28810,5487,9.0,11.0,4,2008.0,Urban,Excellent,Attached,2072897
28811,4601,8.0,9.0,2,2020.0,Downtown,Poor,Yes,663619
28812,2243,5.0,3.0,2,1964.0,Urban,Poor,Detached,210176
28813,5334,8.0,10.0,4,1965.0,Urban,Fair,Attached,1000700
28814,4901,8.0,9.0,1,2025.0,Downtown,Excellent,No,4174427
28815,8541,12.0,12.0,2,2015.0,Urban,,Attached,3870893
28816,2092,2.0,3.0,1,1979.0,Downtown,Fair,No,129927
28817,1081,4.0,3.0,1,1968.0,Downtown,Poor,No,160179
28818,4986,9.0,11.0,2,2001.0,Urban,Excellent,No,1808487
28819,7191,12.0,12.0,1,1992.0,Downtown,Excellent,No,2632922
28820,8609,12.0,12.0,3,1971.0,Urban,Fair,Yes,1824914
28821,5812,9.0,11.0,4,1996.0,Urban,Good,Attached,1994698
28822,5050,8.0,11.0,3,1995.0,Downtown,Good,Yes,2173296
28823,8699,12.0,12.0,2,1968.0,Downtown,Fair,Yes,1124536
28824,7431,12.0,12.0,4,2007.0,Rural,,Detached,2367616
28825,3146,7.0,7.0,2,2011.0,Urban,Good,Yes,1098101
28826,9451,12.0,12.0,4,1979.0,Rural,,Detached,2845642
28827,4578,10.0,10.0,4,2012.0,Rural,Good,Detached,1287546
28828,2670,4.0,4.0,3,1966.0,Suburban,Fair,Detached,1029153
28829,5030,9.0,11.0,4,2001.0,Rural,Good,Detached,1673886
28830,8892,,12.0,4,1967.0,Rural,Fair,Yes,2650547
28831,11171,12.0,12.0,3,1955.0,Urban,Fair,Detached,1849833
28832,3241,4.0,5.0,3,1997.0,Urban,Fair,No,409201
28833,2357,5.0,4.0,1,1994.0,Suburban,Good,No,398412
28834,2191,5.0,4.0,2,1995.0,Suburban,Excellent,Attached,589087
28835,4004,8.0,7.0,4,1978.0,Rural,Poor,Attached,614080
28836,10110,,,1,,Downtown,Excellent,Yes,5000000
28837,4692,9.0,9.0,4,1988.0,Urban,,No,1015428
28838,9329,12.0,12.0,4,,Rural,Excellent,Detached,4368407
28839,1200,4.0,4.0,1,1999.0,Urban,Poor,Attached,119171
28840,5582,7.0,10.0,4,,Suburban,Good,Detached,1928150
28841,4079,8.0,8.0,4,1985.0,Urban,Poor,Attached,843844
28842,989,2.0,2.0,1,1999.0,Urban,Good,No,222551
28843,3541,5.0,6.0,1,2016.0,Urban,Good,Yes,796440
28844,4062,6.0,6.0,2,1984.0,Downtown,Fair,Attached,608993
28845,1928,1.0,2.0,2,1975.0,Suburban,Poor,Attached,72446
28846,9566,12.0,12.0,3,1962.0,Urban,Fair,Attached,2014679
28847,3880,6.0,6.0,4,1992.0,Suburban,Good,Attached,890147
28848,4072,6.0,6.0,4,1956.0,Suburban,Good,Attached,390335
28849,3440,5.0,5.0,1,1985.0,Urban,Good,Attached,707201
28850,12881,,12.0,2,1972.0,Downtown,,Detached,3940651
28851,2001,3.0,5.0,1,1992.0,Urban,Poor,No,150429
28852,1440,1.0,2.0,1,1965.0,Downtown,Poor,Yes,72960
28853,4991,7.0,9.0,4,2016.0,Urban,Excellent,Attached,1987108
28854,1090,2.0,2.0,1,2020.0,Urban,Fair,Yes,157176
28855,9453,12.0,12.0,4,2013.0,Suburban,Good,Attached,4646497
28856,3916,9.0,10.0,1,2000.0,Urban,Good,No,1244752
28857,625,1.0,1.0,1,1993.0,Downtown,Poor,Attached,28201
28858,3808,7.0,7.0,1,1969.0,Downtown,Poor,Yes,483184
28859,2069,3.0,4.0,2,1995.0,Rural,Good,Attached,223007
28860,3716,7.0,7.0,1,1998.0,Urban,Poor,Attached,382779
28861,4904,10.0,10.0,4,1993.0,Urban,Fair,Yes,1221983
28862,1318,2.0,2.0,2,1985.0,Downtown,Fair,No,157200
28863,9066,12.0,,3,1996.0,Urban,Good,Attached,1662278
28864,1749,2.0,2.0,2,1995.0,Urban,Good,No,413091
28865,1293,1.0,1.0,1,,Downtown,Good,No,275661
28866,1315,3.0,2.0,1,1994.0,Suburban,Good,No,138770
28867,5382,9.0,11.0,4,1997.0,Suburban,Fair,Attached,1134576
28868,2614,3.0,4.0,1,1956.0,Urban,Fair,No,116201
28869,1013,3.0,3.0,1,2010.0,Rural,Excellent,Detached,185944
28870,3157,5.0,6.0,1,2016.0,Urban,Fair,Yes,507297
28871,2568,5.0,6.0,1,2021.0,Downtown,Good,Yes,973081
28872,1745,4.0,3.0,1,2023.0,Downtown,Fair,No,468491
28873,965,2.0,3.0,1,1982.0,Urban,Good,No,109764
28874,15000,12.0,,2,1953.0,Urban,,Yes,3185512
28875,2236,4.0,3.0,5,2013.0,Urban,Excellent,Detached,529199
28876,5779,7.0,10.0,2,2006.0,Downtown,Poor,No,643756
28877,9408,12.0,12.0,2,2024.0,Urban,Good,Detached,4002827
28878,4726,7.0,7.0,3,1986.0,Urban,Fair,Attached,732530
28879,4636,6.0,7.0,3,1990.0,Urban,Poor,Attached,657887
28880,1241,4.0,3.0,2,2001.0,Suburban,Fair,No,141340
28881,5753,9.0,10.0,1,1992.0,Downtown,Good,Yes,1561567
28882,7189,12.0,12.0,3,1998.0,Urban,Good,Attached,3035905
28883,3544,5.0,5.0,4,1963.0,Rural,Poor,Yes,418376
28884,3892,9.0,7.0,3,2015.0,Suburban,Good,Detached,928608
28885,15000,12.0,12.0,3,1983.0,Urban,Good,Attached,3911169
28886,7564,12.0,12.0,1,1974.0,Downtown,Poor,No,981112
28887,10212,12.0,12.0,4,1964.0,Urban,Excellent,Yes,4371521
28888,2650,4.0,4.0,3,1963.0,Urban,Poor,No,244168
28889,1880,2.0,3.0,2,1970.0,Downtown,Fair,No,161814
28890,13473,12.0,12.0,3,2014.0,Urban,Fair,Yes,3559089
28891,5180,11.0,11.0,3,,Urban,Fair,Detached,2727045
28892,4922,9.0,9.0,3,2008.0,Urban,Good,Detached,1297895
28893,6114,12.0,12.0,4,1992.0,Urban,Fair,Detached,2465509
28894,6025,11.0,12.0,2,2025.0,Downtown,Good,Yes,2319183
28895,3261,4.0,4.0,2,1989.0,Downtown,Fair,No,390814
28896,3916,7.0,8.0,2,1971.0,Downtown,Fair,No,508947
28897,5466,6.0,8.0,3,1985.0,Urban,,Attached,986561
28898,8596,12.0,12.0,2,2018.0,Downtown,Excellent,Detached,5000000
28899,3878,6.0,7.0,1,1985.0,Downtown,Fair,No,534148
28900,6612,11.0,12.0,3,2015.0,Urban,,Attached,1939797
28901,1792,1.0,2.0,2,1992.0,Rural,Fair,Detached,127630
28902,3521,6.0,6.0,4,1995.0,Suburban,Good,,644799
28903,1763,5.0,4.0,2,1967.0,Suburban,Poor,Detached,144867
28904,4806,8.0,8.0,2,1993.0,Downtown,Good,No,1891894
28905,2297,5.0,4.0,1,2017.0,Urban,Good,Detached,482658
28906,7534,12.0,12.0,2,1995.0,Urban,Fair,Detached,1631344
28907,7867,12.0,12.0,2,1961.0,Downtown,Fair,Yes,1507283
28908,5258,9.0,10.0,4,2007.0,Urban,Excellent,Attached,2640462
28909,2265,4.0,4.0,1,2017.0,Downtown,Good,Yes,489672
28910,11508,12.0,12.0,3,1983.0,Downtown,Good,Attached,3437179
28911,894,1.0,1.0,1,2007.0,Downtown,Poor,No,43854
28912,2319,6.0,4.0,1,1959.0,Urban,Fair,,124395
28913,3006,4.0,5.0,3,1989.0,Urban,Poor,Yes,320970
28914,13782,,12.0,4,1998.0,Urban,Fair,Detached,5000000
28915,4293,6.0,7.0,4,2004.0,Urban,Poor,No,842120
28916,3920,8.0,7.0,2,1985.0,Suburban,Good,No,643902
28917,3359,6.0,6.0,1,1978.0,Downtown,Poor,No,319721
28918,7999,12.0,12.0,4,2013.0,Rural,Excellent,Attached,3513394
28919,967,1.0,3.0,1,1963.0,Suburban,Fair,Attached,31914
28920,1486,7.0,4.0,1,1986.0,Urban,Excellent,Attached,377156
28921,6997,12.0,12.0,1,1955.0,Downtown,Fair,No,1136624
28922,1915,5.0,3.0,1,2012.0,Rural,Good,Attached,202876
28923,5520,8.0,7.0,4,2015.0,Urban,Good,Attached,1667896
28924,7029,12.0,12.0,2,2010.0,Downtown,Fair,No,2508012
28925,3205,6.0,5.0,3,1975.0,Urban,Fair,Attached,383386
28926,1862,4.0,4.0,3,1990.0,Urban,Poor,Detached,315935
28927,598,1.0,1.0,1,1997.0,Rural,Good,Yes,75741
28928,718,3.0,2.0,1,1980.0,Rural,Good,No,40179
28929,4953,6.0,11.0,3,2009.0,Suburban,Good,Detached,1235173
28930,5029,7.0,10.0,3,2020.0,Suburban,Good,Yes,1029027
28931,4386,6.0,8.0,3,2017.0,Urban,Good,No,1000374
28932,5697,10.0,10.0,4,1952.0,Suburban,Poor,Yes,1070688
28933,3705,5.0,7.0,3,1998.0,Urban,Good,Attached,771254
28934,8137,,12.0,1,1992.0,Downtown,Fair,Attached,2179541
28935,4900,7.0,10.0,2,2018.0,Downtown,Fair,No,1109695
28936,7380,12.0,12.0,4,1998.0,Suburban,Excellent,Attached,2821196
28937,2706,6.0,6.0,3,2016.0,Urban,Good,Yes,752359
28938,8560,12.0,,4,2008.0,Urban,Fair,Attached,3398289
28939,3208,4.0,6.0,2,1989.0,Urban,Poor,Detached,268746
28940,12689,12.0,12.0,1,1994.0,Downtown,Good,Attached,5000000
28941,4344,8.0,8.0,3,,Urban,Fair,Attached,1410414
28942,5068,9.0,9.0,1,,Downtown,Excellent,No,2544658
28943,4092,7.0,7.0,4,1962.0,Rural,Good,No,847178
28944,2366,4.0,4.0,2,2013.0,Urban,Good,Attached,570415
28945,1220,3.0,3.0,1,2009.0,Urban,Fair,No,254882
28946,15000,12.0,12.0,4,1957.0,Rural,Good,Detached,3658651
28947,2088,6.0,4.0,1,1968.0,Suburban,Poor,,272577
28948,3600,5.0,5.0,3,1977.0,Urban,Fair,No,388468
28949,1913,3.0,3.0,2,2007.0,Urban,Good,Yes,118941
28950,943,1.0,1.0,1,1967.0,Downtown,Fair,No,29945
28951,3762,8.0,8.0,1,2015.0,Urban,Poor,Yes,511663
28952,2913,1.0,4.0,1,2015.0,Downtown,Fair,No,384191
28953,2098,5.0,5.0,1,2020.0,Suburban,Good,Attached,359645
28954,3620,7.0,6.0,4,1990.0,Urban,Fair,Attached,494714
28955,8510,12.0,12.0,2,1976.0,Downtown,Fair,Attached,1797986
28956,2745,5.0,3.0,3,1985.0,Urban,Good,No,617604
28957,1657,3.0,2.0,1,1969.0,Downtown,Fair,No,109068
28958,8635,,12.0,4,1995.0,Rural,Excellent,Detached,5000000
28959,4183,5.0,8.0,3,1987.0,Suburban,Fair,Yes,697254
28960,2609,3.0,3.0,4,1951.0,Urban,Fair,No,377892
28961,2822,5.0,5.0,1,2008.0,Downtown,Good,Yes,693041
28962,2332,5.0,5.0,1,1996.0,Rural,Good,Detached,210010
28963,4676,7.0,8.0,4,1961.0,Urban,,No,930753
28964,4108,7.0,7.0,4,1952.0,Urban,Good,Attached,880624
28965,1388,4.0,2.0,1,1955.0,Urban,Poor,Yes,90673
28966,3305,5.0,6.0,2,1957.0,Urban,Excellent,No,635629
28967,3222,3.0,3.0,1,1991.0,Urban,Excellent,Attached,247402
28968,1569,3.0,2.0,1,1972.0,Urban,Poor,Yes,108146
28969,843,1.0,1.0,2,2013.0,Urban,Good,No,196440
28970,6355,12.0,12.0,4,1984.0,Urban,Good,No,3520748
28971,5354,9.0,11.0,4,2012.0,Urban,Excellent,Attached,4556498
28972,7991,12.0,12.0,3,2016.0,Urban,Good,Yes,2691300
28973,5131,7.0,10.0,2,1992.0,Downtown,Poor,Yes,1622342
28974,3518,3.0,4.0,3,1953.0,Urban,Poor,No,180032
28975,1695,3.0,2.0,1,1974.0,Urban,Fair,No,102764
28976,3948,7.0,7.0,4,1960.0,Rural,Fair,Detached,569197
28977,2678,5.0,6.0,4,2015.0,Suburban,Poor,Detached,567762
28978,2897,5.0,5.0,2,1955.0,Urban,Poor,No,240543
28979,3878,7.0,7.0,4,2015.0,Suburban,Good,,1232135
28980,5481,8.0,11.0,4,2002.0,Suburban,Fair,Attached,1031293
28981,4411,7.0,8.0,4,1952.0,Urban,Poor,Yes,496498
28982,1413,2.0,2.0,1,2002.0,Rural,Good,Detached,178835
28983,3135,6.0,5.0,3,1958.0,Urban,Fair,No,284746
28984,3384,7.0,8.0,3,1997.0,Rural,Poor,Detached,480968
28985,2585,5.0,5.0,2,1988.0,Urban,Fair,Attached,309447
28986,6563,12.0,12.0,4,2014.0,Rural,Excellent,Yes,2908346
28987,2142,3.0,3.0,1,1964.0,Downtown,Fair,No,134923
28988,2886,2.0,4.0,4,,Urban,Good,Attached,1098968
28989,7771,12.0,12.0,3,1996.0,Urban,Good,Attached,2388349
28990,3891,8.0,9.0,4,1999.0,Rural,Fair,Attached,879348
28991,1346,1.0,1.0,1,2016.0,Downtown,Excellent,No,448927
28992,9362,12.0,12.0,3,1994.0,Urban,Fair,Attached,2088123
28993,5170,8.0,8.0,3,2007.0,Urban,Poor,Yes,1009393
28994,1755,4.0,4.0,1,1982.0,Downtown,Fair,No,212630
28995,11896,,12.0,1,2009.0,Downtown,Fair,Yes,2375703
28996,2749,5.0,5.0,4,1939.0,Suburban,Fair,Attached,362800
28997,2217,3.0,4.0,1,2008.0,Urban,Poor,Yes,170173
28998,3597,4.0,6.0,1,2020.0,Downtown,Excellent,Yes,2021588
28999,1044,1.0,2.0,1,1982.0,Downtown,Fair,Attached,74660
29000,5623,8.0,9.0,1,1989.0,Downtown,Excellent,No,2693344
29001,1705,1.0,2.0,1,2017.0,Downtown,Fair,No,143918
29002,1906,1.0,2.0,1,1955.0,Urban,Fair,Yes,48512
29003,15000,12.0,12.0,2,1975.0,Urban,Excellent,No,4997673
29004,8875,12.0,12.0,4,1989.0,Rural,Fair,Detached,2078438
29005,11677,,,3,1977.0,Urban,Fair,Attached,1775331
29006,10627,12.0,,4,2005.0,Urban,Fair,Attached,3142259
29007,2160,3.0,3.0,3,2015.0,Rural,Good,Yes,205753
29008,9541,12.0,12.0,1,2018.0,Downtown,Excellent,Attached,2775617
29009,2085,4.0,4.0,1,2014.0,Downtown,Excellent,No,1221036
29010,2015,3.0,4.0,1,2016.0,Suburban,Good,Attached,363521
29011,4905,8.0,9.0,1,2013.0,Downtown,Poor,No,869244
29012,6762,12.0,12.0,4,2010.0,Urban,Excellent,Attached,4449854
29013,2293,4.0,5.0,2,2000.0,Urban,Excellent,Yes,593590
29014,904,2.0,2.0,1,1980.0,Suburban,Fair,Yes,47275
29015,785,1.0,1.0,1,1981.0,Rural,Poor,Attached,25000
29016,4430,7.0,9.0,3,2009.0,Urban,Excellent,Yes,1159853
29017,6209,12.0,12.0,4,2016.0,Urban,Fair,Attached,2459274
29018,3311,7.0,7.0,2,1993.0,Urban,Poor,No,565084
29019,3887,7.0,6.0,1,1980.0,Downtown,Fair,Yes,299557
29020,2864,3.0,6.0,4,2016.0,Rural,Good,Attached,639207
29021,2169,4.0,4.0,1,1961.0,Downtown,Poor,Yes,119724
29022,5298,9.0,9.0,2,1977.0,Urban,Fair,Attached,888768
29023,1782,3.0,4.0,1,1952.0,Urban,Good,Yes,156341
29024,4614,6.0,8.0,2,2013.0,Downtown,Good,No,1155090
29025,2102,2.0,3.0,2,1986.0,Suburban,Fair,Attached,111910
29026,7640,12.0,12.0,3,2002.0,Urban,Fair,No,3449338
29027,9104,12.0,12.0,1,1960.0,Downtown,Fair,No,1234919
29028,3970,6.0,9.0,3,1993.0,Urban,Good,Detached,1238428
29029,3754,6.0,8.0,2,1997.0,Suburban,Good,Yes,442454
29030,5367,6.0,8.0,4,1973.0,Urban,Good,Detached,1198594
29031,10367,12.0,12.0,2,1967.0,Downtown,Fair,Detached,1556940
29032,12730,12.0,12.0,3,2016.0,Urban,,Attached,4367682
29033,5333,8.0,9.0,1,1949.0,Urban,Good,Attached,857377
29034,4840,8.0,9.0,4,2011.0,Suburban,Good,,668263
29035,4967,7.0,9.0,3,1982.0,Downtown,Good,No,2798549
29036,1276,2.0,1.0,1,1985.0,Downtown,Good,No,165024
29037,1176,2.0,2.0,1,2015.0,Downtown,Good,No,282644
29038,7343,12.0,12.0,1,,Downtown,,No,4568248
29039,2011,3.0,2.0,2,2004.0,Suburban,Fair,Detached,227238
29040,2527,5.0,6.0,2,1993.0,Urban,Good,Attached,694795
29041,9838,12.0,12.0,4,1966.0,Rural,,Detached,2480866
29042,2635,5.0,5.0,2,1999.0,Urban,Good,Attached,565290
29043,3707,7.0,8.0,3,,Suburban,Excellent,Yes,945485
29044,3278,5.0,6.0,1,1994.0,Downtown,Excellent,No,1152593
29045,12755,12.0,12.0,2,,Downtown,Fair,Attached,5000000
29046,2500,7.0,6.0,3,1965.0,Urban,Poor,Yes,376981
29047,1183,5.0,4.0,1,1966.0,Urban,Poor,Attached,470793
29048,2223,4.0,4.0,1,2007.0,Downtown,Good,Yes,981732
29049,12689,,12.0,3,1985.0,Downtown,Good,Yes,3857399
29050,5079,8.0,10.0,3,2020.0,Urban,Good,Attached,1369485
29051,3417,4.0,5.0,1,1986.0,Downtown,Fair,Yes,375303
29052,2156,1.0,2.0,2,2002.0,Urban,Fair,Yes,151773
29053,736,1.0,2.0,1,2022.0,Downtown,Excellent,No,235762
29054,1998,2.0,2.0,1,1980.0,Downtown,Fair,Attached,83509
29055,14212,12.0,12.0,4,1995.0,Rural,Fair,Detached,3654946
29056,2133,3.0,4.0,2,1961.0,Urban,Poor,Attached,124930
29057,4319,7.0,8.0,1,1952.0,Downtown,Fair,Attached,241077
29058,4582,7.0,7.0,1,1984.0,Downtown,Fair,No,575284
29059,3686,6.0,6.0,3,1959.0,Urban,Poor,No,332629
29060,1852,3.0,2.0,1,1979.0,Downtown,Excellent,Detached,348194
29061,2511,6.0,6.0,3,1971.0,Urban,,Detached,450170
29062,4520,7.0,7.0,4,1955.0,Urban,Good,No,1014642
29063,1115,1.0,2.0,2,2005.0,Downtown,Good,,180482
29064,8011,12.0,12.0,4,1974.0,Rural,Good,Attached,1562177
29065,4338,6.0,7.0,3,1985.0,Rural,Poor,Detached,420981
29066,1429,1.0,1.0,1,1959.0,Downtown,Poor,No,59031
29067,3836,5.0,6.0,1,1965.0,Urban,Poor,Yes,335995
29068,10100,12.0,12.0,4,1994.0,Urban,Fair,Attached,2378038
29069,5796,9.0,9.0,3,2020.0,Downtown,Good,Attached,2037691
29070,3374,7.0,7.0,1,1968.0,Downtown,Excellent,Yes,1337922
29071,9275,12.0,,3,2016.0,Urban,Excellent,Detached,4577571
29072,1270,4.0,3.0,1,1996.0,Urban,Good,No,161710
29073,3829,6.0,7.0,2,2013.0,Downtown,Good,No,1097700
29074,5553,9.0,9.0,4,1966.0,Urban,Fair,,877281
29075,4434,7.0,7.0,4,1988.0,Rural,Poor,Detached,628059
29076,2236,5.0,4.0,4,2014.0,Urban,,Attached,364330
29077,5019,9.0,9.0,1,1999.0,Downtown,Fair,No,644543
29078,1728,3.0,4.0,1,2020.0,Downtown,,No,375004
29079,14215,12.0,12.0,3,1963.0,Urban,,Attached,2264557
29080,4736,8.0,7.0,4,1968.0,Urban,Poor,No,809728
29081,11887,,12.0,3,1950.0,Urban,Fair,Attached,1121682
29082,2938,7.0,7.0,2,2014.0,Downtown,Excellent,No,468569
29083,6219,12.0,12.0,3,1987.0,Urban,Good,No,1997214
29084,2011,2.0,4.0,1,1988.0,Downtown,Fair,No,180769
29085,7167,12.0,12.0,3,2017.0,Urban,Good,No,2179294
29086,3924,6.0,7.0,3,2015.0,Urban,Good,No,754968
29087,1501,1.0,2.0,1,1989.0,Downtown,Poor,No,38660
29088,5644,12.0,11.0,4,1949.0,Suburban,Poor,Detached,1273067
29089,1993,4.0,4.0,1,1965.0,Downtown,Good,No,257798
29090,5096,9.0,10.0,4,2008.0,Rural,Excellent,Detached,3125554
29091,12175,12.0,12.0,1,2004.0,Urban,Fair,,1883188
29092,7027,12.0,12.0,4,1953.0,Rural,Fair,Detached,2539478
29093,4981,8.0,9.0,4,1997.0,Suburban,Good,Attached,1059648
29094,4796,7.0,7.0,4,2006.0,Urban,Good,Yes,1037228
29095,8858,12.0,,4,1946.0,Urban,,Attached,2127187
29096,3570,5.0,5.0,1,,Urban,Good,No,1105852
29097,5099,9.0,9.0,3,2003.0,Urban,Fair,Yes,863718
29098,7219,12.0,12.0,1,1962.0,Downtown,Fair,No,1107426
29099,3281,4.0,4.0,2,2007.0,Downtown,Fair,Attached,511854
29100,1450,3.0,2.0,1,2016.0,Downtown,Fair,Yes,213916
29101,3140,4.0,5.0,3,2015.0,Urban,Excellent,Yes,1002517
29102,3289,4.0,6.0,2,1991.0,Urban,Fair,Attached,318701
29103,2027,1.0,3.0,1,1976.0,Downtown,Good,No,192179
29104,4105,7.0,8.0,2,2006.0,Downtown,Poor,No,966827
29105,4749,8.0,9.0,4,1996.0,Urban,Good,Yes,1607596
29106,4450,7.0,8.0,2,1977.0,Downtown,Good,No,1053074
29107,2050,5.0,5.0,2,1999.0,Urban,,Yes,516115
29108,3533,5.0,7.0,2,2011.0,Urban,Good,Attached,793653
29109,2269,4.0,3.0,1,1952.0,Downtown,Excellent,No,612490
29110,6884,12.0,12.0,7,2013.0,Urban,Excellent,Attached,4267378
29111,8111,12.0,12.0,3,2015.0,Urban,Excellent,Yes,3908541
29112,1792,3.0,4.0,1,2002.0,Downtown,Excellent,,365508
29113,3010,4.0,5.0,2,,Urban,Fair,No,454125
29114,986,2.0,3.0,1,2015.0,Downtown,Good,No,436958
29115,6504,12.0,12.0,1,1981.0,Downtown,,Attached,2314508
29116,4940,7.0,8.0,4,2010.0,Suburban,Fair,Detached,1022812
29117,2319,5.0,5.0,1,1955.0,Downtown,Fair,No,207732
29118,5850,9.0,10.0,3,1961.0,Urban,Poor,Detached,960320
29119,998,3.0,3.0,1,1980.0,Suburban,Fair,Yes,176973
29120,2421,4.0,4.0,1,2025.0,Downtown,Good,Yes,1042950
29121,2548,4.0,5.0,3,1989.0,Suburban,,Attached,403844
29122,15000,12.0,12.0,1,2023.0,Downtown,Good,Attached,5000000
29123,2514,5.0,6.0,3,,Urban,Excellent,No,1067419
29124,15000,12.0,12.0,3,2002.0,Urban,Fair,Attached,3938870
29125,5450,8.0,11.0,4,2005.0,Rural,Good,Attached,2327769
29126,4163,7.0,8.0,4,1992.0,Rural,Poor,Detached,1494020
29127,5166,8.0,9.0,4,2001.0,Suburban,Fair,Attached,1160422
29128,4902,7.0,9.0,2,1992.0,Urban,Poor,Attached,1068932
29129,3205,3.0,6.0,2,,Downtown,Good,No,748935
29130,2334,2.0,3.0,2,1975.0,Suburban,Fair,Attached,119583
29131,15000,12.0,12.0,2,1948.0,Downtown,Fair,Detached,4513225
29132,7299,12.0,12.0,3,1968.0,Downtown,Fair,Yes,2030195
29133,4363,7.0,9.0,1,2007.0,Downtown,Good,Detached,1740657
29134,1933,1.0,2.0,2,1975.0,Urban,Fair,No,74991
29135,6776,12.0,12.0,3,2018.0,Urban,Good,Attached,2783609
29136,2458,6.0,6.0,2,2011.0,Rural,Good,Detached,241471
29137,1415,2.0,2.0,1,2007.0,Downtown,Poor,No,110571
29138,4517,6.0,6.0,4,1972.0,Urban,,No,598930
29139,3106,5.0,5.0,4,2006.0,Downtown,Good,No,579300
29140,3910,7.0,7.0,4,1969.0,Urban,Poor,Yes,804727
29141,6836,12.0,12.0,3,1990.0,Urban,Fair,Yes,1883006
29142,2324,3.0,5.0,2,1950.0,Suburban,Good,No,248285
29143,15000,12.0,12.0,4,1999.0,Urban,Good,Detached,5000000
29144,8034,12.0,12.0,4,2020.0,Urban,Good,Attached,3696828
29145,1914,4.0,5.0,2,2003.0,Suburban,Good,Attached,347968
29146,10162,12.0,12.0,1,2017.0,Downtown,Excellent,Attached,5000000
29147,2552,7.0,5.0,4,1995.0,Rural,Fair,Detached,619630
29148,4165,3.0,7.0,1,2012.0,Downtown,Good,No,1021248
29149,2946,6.0,5.0,1,1948.0,Downtown,Good,No,404380
29150,6359,12.0,12.0,4,2017.0,Suburban,Excellent,Detached,2936668
29151,2436,5.0,5.0,2,1995.0,Urban,Poor,No,128279
29152,8159,12.0,12.0,1,1960.0,Downtown,Fair,Attached,942105
29153,5696,8.0,10.0,1,1986.0,Downtown,Good,Attached,1222683
29154,4245,7.0,7.0,1,1962.0,Downtown,Fair,Attached,289876
29155,1219,3.0,3.0,2,,Urban,Good,No,291780
29156,8519,12.0,12.0,1,1981.0,Downtown,Fair,Detached,1196269
29157,2447,5.0,5.0,1,2014.0,Downtown,Excellent,Yes,987524
29158,2682,5.0,5.0,3,1999.0,Suburban,Good,Attached,737648
29159,1118,1.0,2.0,1,2024.0,Urban,Excellent,No,311773
29160,2020,4.0,5.0,1,2009.0,Downtown,Good,Yes,248874
29161,3146,4.0,6.0,1,1970.0,Downtown,Poor,No,213659
29162,4096,4.0,8.0,2,2011.0,Urban,Good,Attached,870477
29163,1587,3.0,3.0,2,1970.0,Suburban,Poor,Attached,139583
29164,2999,4.0,4.0,2,1983.0,Urban,Poor,Attached,175418
